IA category,Subcategory,Sub-subcategory,Page,Current URL,Final URL,Original backend source,New backend source,Platform specific,Version switcher,Classic or Samsara?,Samsara-related,New or existing?,Update/Needed for preview launch?,Deprecation path,Notes
Build a backend,Authentication,N/a,Advanced workflows,https://docs.amplify.aws/lib-v1/auth/advanced/q/platform/js/,https://docs.amplify.aws/javascript/build-a-backend/auth/advanced-workflows/,src/pages/lib-v1/auth/advanced/q/platform/[platform].mdx,src/pages/[platform]/TBD/build-a-backend/auth/advanced-workflows/index.mdx,JavaScript (web),v6,Classic,No,Existing,No,Yes,This page is not directly part of the new TOC and instead will provide content to those pages. This page may need to migrate until the new guides are complete ; update folder name
Build a backend,Authentication,N/a,Advanced workflows,https://docs.amplify.aws/lib/auth/advanced/q/platform/js/,https://docs.amplify.aws/javascript/build-a-backend/auth/advanced-workflows/,src/pages/lib/auth/advanced/q/platform/[platform].mdx,src/pages/[platform]/build-a-backend/auth/advanced-workflows/index.mdx,JavaScript (web),v5,Classic,No,Existing,No,Yes,This page is not directly part of the new TOC and instead will provide content to those pages. This page may need to migrate until the new guides are complete ; update folder name
Build a backend,Authentication,N/a,Remember a device,https://docs.amplify.aws/lib/auth/device_features/q/platform/js/,https://docs.amplify.aws/javascript/build-a-backend/auth/manage-mfa/,src/pages/lib/auth/device_features/q/platform/[platform].mdx,src/pages/[platform]/build-a-backend/auth/manage-mfa/index.mdx,JavaScript (web),v5,Classic,No,Existing,No,Yes,This page is being added into the MFA Guide as part of the JTBD work.
Build a backend,Authentication,N/a,Under the hood,https://docs.amplify.aws/lib-v1/auth/overview/q/platform/js/,https://docs.amplify.aws/javascript/build-a-backend/auth/under-the-hood/,src/pages/lib-v1/auth/overview/q/platform/[platform].mdx,src/pages/[platform]/TBD/build-a-backend/auth/under-the-hood/index.mdx,JavaScript (web),v6,Classic,No,Existing,No,Yes,This page is not directly part of the new TOC and instead will provide content to those pages. This page may need to migrate until the new guides are complete ; update folder name
Build a backend,Authentication,N/a,Under the hood,https://docs.amplify.aws/lib/auth/overview/q/platform/js/,https://docs.amplify.aws/javascript/build-a-backend/auth/under-the-hood/,src/pages/lib/auth/overview/q/platform/[platform].mdx,src/pages/[platform]/build-a-backend/auth/under-the-hood/index.mdx,JavaScript (web),v5,Classic,No,Existing,No,Yes,This page is not directly part of the new TOC and instead will provide content to those pages. This page may need to migrate until the new guides are complete ; update folder name
Build a backend,Authentication,N/a,Creating a custom authentication flow,https://docs.amplify.aws/guides/authentication/custom-auth-flow/q/platform/js/,https://docs.amplify.aws/javascript/build-a-backend/auth/custom-auth-flows/,src/pages/guides/authentication/custom-auth-flow/q/platform/[platform].mdx,src/pages/[platform]/build-a-backend/auth/custom-auth-flows/index.mdx,JavaScript (web),No,Classic,No,Existing,No,Yes,This information will be merged with library content from https://docs.amplify.aws/lib/auth/switch-auth/q/platform/js/ to create new JTBD guide. Keep page but do not link if not merged before launch 
Build a backend,Authentication,N/a,Email-only sign up and sign in,https://docs.amplify.aws/guides/authentication/email-only-authentication/q/platform/js/,https://docs.amplify.aws/javascript/build-a-backend/auth/email-only-sign-up/,src/pages/guides/authentication/email-only-authentication/q/platform/[platform].mdx,src/pages/[platform]/build-a-backend/auth/email-only-sign-up/index.mdx,JavaScript (web),No,Classic,No,Existing,No,No,Keep separate for now and list in backend  menu - review merging with other guides in future ; update folder name
Build a backend,Authentication,N/a,Listening for authentication events,https://docs.amplify.aws/guides/authentication/listening-for-auth-events/q/platform/js/,https://docs.amplify.aws/javascript/build-a-backend/auth/auth-events/,src/pages/guides/authentication/listening-for-auth-events/q/platform/[platform].mdx,src/pages/[platform]/build-a-backend/auth/auth-events/index.mdx,JavaScript (web),No,Classic,No,Existing,No,Yes,This is being merged with https://docs.amplify.aws/lib/auth/auth-events/q/platform/js/ before launch ; update folder name
Build a backend,Authentication,N/a,Managing user attributes,https://docs.amplify.aws/guides/authentication/managing-user-attributes/q/platform/js/,https://docs.amplify.aws/javascript/build-a-backend/auth/manage-user-attributes/,src/pages/guides/authentication/managing-user-attributes/q/platform/[platform].mdx,src/pages/[platform]/build-a-backend/auth/manage-user-attributes/index.mdx,JavaScript (web),No,Classic,No,Existing,No,Yes,We have a JTBD Guides follow up item to create a new guide on managing custom attributes which will include content from this guide. Keep separate for now and list in backend menu until updated guide is available ; update folder name
Build a backend,Authentication,N/a,Overview,N/a - No redirect needed - staging URL --> https://vnext.awsamplifyconsole.com/docs/guides/auth/,https://docs.amplify.aws/gen2/build-a-backend/auth/,docs/docs/guides/02_auth/index.md,src/pages/gen2/build-a-backend/auth/index.mdx,JavaScript (web),No,Samsara,"Yes, No",New,Yes,No,New overview page - could use banner link from Classic Auth overview when created
Build a backend,Authentication,N/a,Set up Amplify Auth,N/a - No redirect needed - staging URL --> https://vnext.awsamplifyconsole.com/docs/guides/auth/getting-started,https://docs.amplify.aws/gen2/build-a-backend/auth/set-up-auth/,docs/docs/guides/02_auth/0_getting-started.md,src/pages/gen2/build-a-backend/auth/set-up-auth/index.mdx,JavaScript (web),No,Samsara,Yes,New,Yes,No,Banner link from https://docs.amplify.aws/javascript/build-a-backend/auth/set-up-auth
Build a backend,Authentication,N/a,Customize sign-in,"N/a - No redirect needed - staging URL --> https://vnext.awsamplifyconsole.com/docs/guides/auth/customizing-login/ and
https://vnext.awsamplifyconsole.com/docs/guides/auth/guestaccess/ and
https://vnext.awsamplifyconsole.com/docs/guides/auth/Passwordless/",https://docs.amplify.aws/gen2/build-a-backend/auth/enable-sign-up/,"docs/docs/guides/02_auth/1_customizing-login.md ; 
docs/docs/guides/02_auth/10_guestaccess.md ;
docs/docs/guides/02_auth/2_Passwordless.md",src/pages/gen2/build-a-backend/auth/enable-sign-up/index.mdx,JavaScript (web),No,Samsara,Yes,New,Yes,No,Banner link from https://docs.amplify.aws/javascript/build-a-backend/auth/enable-sign-up
Build a backend,Authentication,N/a,Manage user session and credentials,N/a - No redirect needed - staging URL --> https://vnext.awsamplifyconsole.com/docs/guides/auth/account_verification/,https://docs.amplify.aws/gen2/build-a-backend/auth/manage-user-session/,docs/docs/guides/02_auth/6_account_verification.md,src/pages/gen2/build-a-backend/auth/manage-user-session/index.mdx,JavaScript (web),No,Samsara,Yes,New,Yes,No,Banner link from https://docs.amplify.aws/javascript/build-a-backend/auth/manage-user-session
Build a backend,Authentication,N/a,Add social provider sign-in,N/a - No redirect needed - staging URL --> https://vnext.awsamplifyconsole.com/docs/guides/auth/Social%20Sign%20in/ and https://vnext.awsamplifyconsole.com/docs/guides/auth/3.1_oidc_saml,https://docs.amplify.aws/gen2/build-a-backend/auth/add-social-provider/,"docs/docs/guides/02_auth/3_Social Sign in.md ;
docs/docs/guides/02_auth/3.1_oidc_saml.md",src/pages/gen2/build-a-backend/auth/add-social-provider/index.mdx,JavaScript (web),No,Samsara,Yes,New,Yes,No,Banner link from https://docs.amplify.aws/javascript/build-a-backend/auth/add-social-provider
Build a backend,Authentication,N/a,Manage user profiles,N/a - No redirect needed - staging URL --> https://vnext.awsamplifyconsole.com/docs/guides/auth/attributes/,https://docs.amplify.aws/gen2/build-a-backend/auth/manage-user-profile/,docs/docs/guides/02_auth/4_attributes.md,src/pages/gen2/build-a-backend/auth/manage-user-profile/index.mdx,JavaScript (web),No,Samsara,Yes,New,Yes,No,Banner link from https://docs.amplify.aws/javascript/build-a-backend/auth/manage-user-profile
Build a backend,Authentication,N/a,Set up password change and recovery,N/a - No redirect needed - staging URL --> https://vnext.awsamplifyconsole.com/docs/guides/auth/accountrecovery/,https://docs.amplify.aws/gen2/build-a-backend/auth/password-management/,docs/docs/guides/02_auth/7_accountrecovery.md,src/pages/gen2/build-a-backend/auth/password-management/index.mdx,JavaScript (web),No,Samsara,Yes,New,Yes,No,Banner link from https://docs.amplify.aws/javascript/build-a-backend/auth/password-management
Build a backend,Authentication,N/a,Manage MFA settings,"N/a - No redirect needed - staging URL --> https://vnext.awsamplifyconsole.com/docs/guides/auth/mfa/ and
https://vnext.awsamplifyconsole.com/docs/guides/auth/devicetracking/",https://docs.amplify.aws/gen2/build-a-backend/auth/manage-mfa/,"docs/docs/guides/02_auth/9_mfa.md ; 
docs/docs/guides/02_auth/8_devicetracking.md",src/pages/gen2/build-a-backend/auth/manage-mfa/index.mdx,JavaScript (web),No,Samsara,Yes,New,Yes,No,Banner link from https://docs.amplify.aws/javascript/build-a-backend/auth/manage-mfa
Build a backend,Authentication,N/a,Delete user account,N/A - No redirect needed - example final URL -->,https://docs.amplify.aws/gen2/build-a-backend/auth/delete-user-account/,N/a,src/pages/gen2/build-a-backend/auth/delete-user-account/index.mdx,JavaScript (web),No,Samsara,Yes,New,Yes,No,Banner link from https://docs.amplify.aws/javascript/build-a-backend/auth/delete-user-account
Build a backend,Authentication,N/a,Use with Server-Side Rendering (SSR),N/A - No redirect needed - example final URL -->,https://docs.amplify.aws/gen2/build-a-backend/auth/server-side-rendering/,N/a,src/pages/gen2/build-a-backend/auth/server-side-rendering/index.mdx,JavaScript (web),No,Samsara,Yes,New,Yes,No,Banner link from https://docs.amplify.aws/javascript/build-a-backend/auth/server-side-rendering
Build a backend,Authentication,N/a,Listen to auth events,N/a - No redirect needed - staging URL --> https://vnext.awsamplifyconsole.com/docs/guides/auth/triggers/,https://docs.amplify.aws/gen2/build-a-backend/auth/auth-events/,docs/docs/guides/02_auth/5_triggers.md,src/pages/gen2/build-a-backend/auth/auth-events/index.mdx,JavaScript (web),No,Samsara,Yes,New,Yes,No,Banner link from https://docs.amplify.aws/javascript/build-a-backend/auth/auth-events
Build a backend,Authentication,N/a,Set up admin actions and user group management,"N/a - No redirect needed - staging URL --> https://vnext.awsamplifyconsole.com/docs/guides/auth/adminqueries and 
https://vnext.awsamplifyconsole.com/docs/guides/auth/usermanagement",https://docs.amplify.aws/gen2/build-a-backend/auth/admin-actions/,"docs/docs/guides/02_auth/11_adminqueries.md ;
docs/docs/guides/02_auth/usermanagement.md",src/pages/gen2/build-a-backend/auth/admin-actions/index.mdx,JavaScript (web),No,Samsara,Yes,New,Yes,No,Not part of original prioritization but may include some cross-linking from https://docs.amplify.aws/tools/cli/auth/admin-actions/
Build a backend,Authentication,N/a,Override Amplify-generated Cognito resources,N/a - No redirect needed - staging URL --> https://vnext.awsamplifyconsole.com/docs/guides/auth/overrides/,https://docs.amplify.aws/gen2/build-a-backend/auth/override-cognito/,docs/docs/guides/02_auth/13_overrides.md,src/pages/gen2/build-a-backend/auth/override-cognito/index.mdx,JavaScript (web),No,Samsara,Yes,New,Yes,No,Not part of original prioritization but may include some cross-linking from https://docs.amplify.aws/tools/cli/auth/override-cognito/
Build a backend,Storage,N/a,Overview,N/a - No redirect needed - staging URL --> https://vnext.awsamplifyconsole.com/docs/guides/storage/,https://docs.amplify.aws/gen2/build-a-backend/storage/,docs/docs/guides/07_storage/index.mdx,src/pages/gen2/build-a-backend/storage/index.mdx,JavaScript (web),No,Samsara,No,New,Yes,No,ATM don't expect direct links to this page.
Build a backend,Storage,N/a,Overview,N/A - No redirect needed - example final URL -->,https://docs.amplify.aws/javascript/build-a-backend/storage/,N/a,src/pages/[platform]/TBD/build-a-backend/storage/index.mdx,JavaScript (web),v6,Classic,Yes,New,Yes,No,New overview page which may be cards page for launch
Build a backend,Storage,N/a,Overview,N/A - No redirect needed - example final URL -->,https://docs.amplify.aws/javascript/build-a-backend/storage/,N/a,src/pages/[platform]/build-a-backend/storage/index.mdx,JavaScript (web),v5,Classic,Yes,New,Yes,No,New overview page which may be cards page for launch
Build a backend,Storage,N/a,Set up Amplify Storage,https://docs.amplify.aws/lib-v1/storage/getting-started/q/platform/js/,https://docs.amplify.aws/javascript/build-a-backend/storage/set-up-storage/,src/pages/lib-v1/storage/getting-started/q/platform/[platform].mdx,src/pages/[platform]/TBD/build-a-backend/storage/set-up-storage/index.mdx,JavaScript (web),v6,Classic,No,Existing,No,No,Update page title and file name ; not linking all pages to Samsara until more features available ; update folder name
Build a backend,Storage,N/a,Set up Amplify Storage,https://docs.amplify.aws/lib/storage/getting-started/q/platform/js/,https://docs.amplify.aws/javascript/build-a-backend/storage/set-up-storage/,src/pages/lib/storage/getting-started/q/platform/[platform].mdx,src/pages/[platform]/build-a-backend/storage/set-up-storage/index.mdx,JavaScript (web),v5,Classic,No,Existing,No,No,Update page title and file name ; not linking all pages to Samsara until more features available ; update folder name
Build a backend,Storage,N/a,Storage concepts,https://docs.amplify.aws/lib-v1/storage/overview/q/platform/js/,https://docs.amplify.aws/javascript/build-a-backend/storage/storage-concepts/,src/pages/lib-v1/storage/overview/q/platform/[platform].mdx,src/pages/[platform]/TBD/build-a-backend/storage/storage-concepts/index.mdx,JavaScript (web),v6,Classic,No,Existing,No,No,Not linking all pages to Samsara until more features available ; update folder name
Build a backend,Storage,N/a,Storage concepts,https://docs.amplify.aws/lib/storage/overview/q/platform/js/,https://docs.amplify.aws/javascript/build-a-backend/storage/storage-concepts/,src/pages/lib/storage/overview/q/platform/[platform].mdx,src/pages/[platform]/build-a-backend/storage/storage-concepts/index.mdx,JavaScript (web),v5,Classic,No,Existing,No,No,Not linking all pages to Samsara until more features available ; update folder name
Build a backend,Storage,N/a,Upload files,https://docs.amplify.aws/lib-v1/storage/upload/q/platform/js/,https://docs.amplify.aws/javascript/build-a-backend/storage/upload/,src/pages/lib-v1/storage/upload/q/platform/[platform].mdx,src/pages/[platform]/TBD/build-a-backend/storage/upload/index.mdx,JavaScript (web),v6,Classic,No,Existing,No,No,Not linking all pages to Samsara until more features available
Build a backend,Storage,N/a,Upload files,https://docs.amplify.aws/lib/storage/upload/q/platform/js/,https://docs.amplify.aws/javascript/build-a-backend/storage/upload/,src/pages/lib/storage/upload/q/platform/[platform].mdx,src/pages/[platform]/build-a-backend/storage/upload/index.mdx,JavaScript (web),v5,Classic,No,Existing,No,No,Not linking all pages to Samsara until more features available
Build a backend,Storage,N/a,Download files,https://docs.amplify.aws/lib-v1/storage/download/q/platform/js/,https://docs.amplify.aws/javascript/build-a-backend/storage/download/,src/pages/lib-v1/storage/download/q/platform/[platform].mdx,src/pages/[platform]/TBD/build-a-backend/storage/download/index.mdx,JavaScript (web),v6,Classic,No,Existing,No,No,Not linking all pages to Samsara until more features available
Build a backend,Storage,N/a,Download files,https://docs.amplify.aws/lib/storage/download/q/platform/js/,https://docs.amplify.aws/javascript/build-a-backend/storage/download/,src/pages/lib/storage/download/q/platform/[platform].mdx,src/pages/[platform]/build-a-backend/storage/download/index.mdx,JavaScript (web),v5,Classic,No,Existing,No,No,Not linking all pages to Samsara until more features available
Build a backend,Storage,N/a,Get file properties,https://docs.amplify.aws/lib-v1/storage/get-properties/q/platform/js/,https://docs.amplify.aws/javascript/build-a-backend/storage/get-properties/,src/pages/lib-v1/storage/get-properties/q/platform/[platform].mdx,src/pages/[platform]/TBD/build-a-backend/storage/get-properties/index.mdx,JavaScript (web),v6,Classic,No,Existing,No,No,Not linking all pages to Samsara until more features available
Build a backend,Storage,N/a,Get file properties,https://docs.amplify.aws/lib/storage/get-properties/q/platform/js/,https://docs.amplify.aws/javascript/build-a-backend/storage/get-properties/,src/pages/lib/storage/get-properties/q/platform/[platform].mdx,src/pages/[platform]/build-a-backend/storage/get-properties/index.mdx,JavaScript (web),v5,Classic,No,Existing,No,No,Not linking all pages to Samsara until more features available
Build a backend,Storage,N/a,List files,https://docs.amplify.aws/lib-v1/storage/list/q/platform/js/,https://docs.amplify.aws/javascript/build-a-backend/storage/list/,src/pages/lib-v1/storage/list/q/platform/[platform].mdx,src/pages/[platform]/TBD/build-a-backend/storage/list/index.mdx,JavaScript (web),v6,Classic,No,Existing,No,No,Not linking all pages to Samsara until more features available
Build a backend,Storage,N/a,List files,https://docs.amplify.aws/lib/storage/list/q/platform/js/,https://docs.amplify.aws/javascript/build-a-backend/storage/list/,src/pages/lib/storage/list/q/platform/[platform].mdx,src/pages/[platform]/build-a-backend/storage/list/index.mdx,JavaScript (web),v5,Classic,No,Existing,No,No,Not linking all pages to Samsara until more features available
Build a backend,Storage,N/a,Copy files,https://docs.amplify.aws/lib-v1/storage/copy/q/platform/js/,https://docs.amplify.aws/javascript/build-a-backend/storage/copy/,src/pages/lib-v1/storage/copy/q/platform/[platform].mdx,src/pages/[platform]/TBD/build-a-backend/storage/copy/index.mdx,JavaScript (web),v6,Classic,No,Existing,No,No,Not linking all pages to Samsara until more features available
Build a backend,Storage,N/a,Copy files,https://docs.amplify.aws/lib/storage/copy/q/platform/js/,https://docs.amplify.aws/javascript/build-a-backend/storage/copy/,src/pages/lib/storage/copy/q/platform/[platform].mdx,src/pages/[platform]/build-a-backend/storage/copy/index.mdx,JavaScript (web),v5,Classic,No,Existing,No,No,Not linking all pages to Samsara until more features available
Build a backend,Storage,N/a,Remove files,https://docs.amplify.aws/lib-v1/storage/remove/q/platform/js/,https://docs.amplify.aws/javascript/build-a-backend/storage/remove/,src/pages/lib-v1/storage/remove/q/platform/[platform].mdx,src/pages/[platform]/TBD/build-a-backend/storage/remove/index.mdx,JavaScript (web),v6,Classic,No,Existing,No,No,Not linking all pages to Samsara until more features available
Build a backend,Storage,N/a,Remove files,https://docs.amplify.aws/lib/storage/remove/q/platform/js/,https://docs.amplify.aws/javascript/build-a-backend/storage/remove/,src/pages/lib/storage/remove/q/platform/[platform].mdx,src/pages/[platform]/build-a-backend/storage/remove/index.mdx,JavaScript (web),v5,Classic,No,Existing,No,No,Not linking all pages to Samsara until more features available
Build a backend,Storage,N/a,Cancel requests,https://docs.amplify.aws/lib/storage/cancel-requests/q/platform/js/,https://docs.amplify.aws/javascript/build-a-backend/storage/cancel-requests/,src/pages/lib/storage/cancel-requests/q/platform/[platform].mdx,src/pages/[platform]/build-a-backend/storage/cancel-requests/index.mdx,JavaScript (web),v5,Classic,No,Existing,No,No,Not linking all pages to Samsara until more features available
Build a backend,Storage,N/a,File access levels,https://docs.amplify.aws/lib-v1/storage/configureaccess/q/platform/js/,https://docs.amplify.aws/javascript/build-a-backend/storage/configure-access/,src/pages/lib-v1/storage/configureaccess/q/platform/[platform].mdx,src/pages/[platform]/TBD/build-a-backend/storage/configure-access/index.mdx,JavaScript (web),v6,Classic,No,Existing,No,No,Not linking all pages to Samsara until more features available ; update folder name
Build a backend,Storage,N/a,File access levels,https://docs.amplify.aws/lib/storage/configureaccess/q/platform/js/,https://docs.amplify.aws/javascript/build-a-backend/storage/configure-access/,src/pages/lib/storage/configureaccess/q/platform/[platform].mdx,src/pages/[platform]/build-a-backend/storage/configure-access/index.mdx,JavaScript (web),v5,Classic,No,Existing,No,No,Not linking all pages to Samsara until more features available ; update folder name
Build a backend,Storage,N/a,Automatically track storage events,https://docs.amplify.aws/lib/storage/autotrack/q/platform/js/,https://docs.amplify.aws/javascript/build-a-backend/storage/autotrack/,src/pages/lib/storage/autotrack/q/platform/[platform].mdx,src/pages/[platform]/build-a-backend/storage/autotrack/index.mdx,JavaScript (web),v5,Classic,No,Existing,No,No,Not linking all pages to Samsara until more features available
Build a backend,Storage,N/a,Use transfer acceleration,https://docs.amplify.aws/lib-v1/storage/transfer-acceleration/q/platform/js/,https://docs.amplify.aws/javascript/build-a-backend/storage/transfer-acceleration/,src/pages/lib-v1/storage/transfer-acceleration/q/platform/[platform].mdx,src/pages/[platform]/TBD/build-a-backend/storage/transfer-acceleration/index.mdx,JavaScript (web),v6,Classic,No,Existing,No,No,Not linking all pages to Samsara until more features available
Build a backend,Storage,N/a,Use transfer acceleration,https://docs.amplify.aws/lib/storage/transfer-acceleration/q/platform/js/,https://docs.amplify.aws/javascript/build-a-backend/storage/transfer-acceleration/,src/pages/lib/storage/transfer-acceleration/q/platform/[platform].mdx,src/pages/[platform]/build-a-backend/storage/transfer-acceleration/index.mdx,JavaScript (web),v5,Classic,No,Existing,No,No,Not linking all pages to Samsara until more features available
Build a backend,Storage,N/a,Lambda triggers,https://docs.amplify.aws/lib-v1/storage/triggers/q/platform/js/,https://docs.amplify.aws/javascript/build-a-backend/storage/lambda-triggers/,src/pages/lib-v1/storage/triggers/q/platform/[platform].mdx,src/pages/[platform]/TBD/build-a-backend/storage/lambda-triggers/index.mdx,JavaScript (web),v6,Classic,No,Existing,No,No,Not linking all pages to Samsara until more features available ; update folder name
Build a backend,Storage,N/a,Lambda triggers,https://docs.amplify.aws/lib/storage/triggers/q/platform/js/,https://docs.amplify.aws/javascript/build-a-backend/storage/lambda-triggers/,src/pages/lib/storage/triggers/q/platform/[platform].mdx,src/pages/[platform]/build-a-backend/storage/lambda-triggers/index.mdx,JavaScript (web),v5,Classic,No,Existing,No,No,Not linking all pages to Samsara until more features available ; update folder name
Build a backend,Storage,N/a,Custom plugin,https://docs.amplify.aws/lib/storage/custom-plugin/q/platform/js/,https://docs.amplify.aws/javascript/build-a-backend/storage/custom-plugin/,src/pages/lib/storage/custom-plugin/q/platform/[platform].mdx,src/pages/[platform]/build-a-backend/storage/custom-plugin/index.mdx,JavaScript (web),v5,Classic,No,Existing,No,No,Not linking all pages to Samsara until more features available
Build a backend,Storage,N/a,Use existing AWS resources,https://docs.amplify.aws/lib-v1/storage/existing-resources/q/platform/js/,https://docs.amplify.aws/javascript/build-a-backend/storage/existing-resources/,src/pages/lib-v1/storage/existing-resources/q/platform/[platform].mdx,src/pages/[platform]/build-a-backend/storage/existing-resources/index.mdx,JavaScript (web),v5,Classic,No,Existing,No,No,Not linking all pages to Samsara until more features available
Build a backend,Storage,N/a,Use existing AWS resources,https://docs.amplify.aws/lib/storage/existing-resources/q/platform/js/,https://docs.amplify.aws/javascript/build-a-backend/storage/existing-resources/,src/pages/lib/storage/existing-resources/q/platform/[platform].mdx,src/pages/[platform]/build-a-backend/storage/existing-resources/index.mdx,JavaScript (web),v5,Classic,No,Existing,No,No,Not linking all pages to Samsara until more features available
Build a backend,Storage,N/a,Override Amplify-generated S3 and DynamoDB resources,https://docs.amplify.aws/cli/storage/override/,https://docs.amplify.aws/javascript/tools/cli/storage/override/,src/pages/cli/storage/override.mdx,src/pages/[platform]/tools/cli/storage/override/index.mdx,Platform agnostic,v2,Classic,No,Existing,No,Yes,Menu link only - page will be in Tools/CLI
Build a backend,Functions,N/a,Overview,N/A - No redirect needed - example final URL -->,https://docs.amplify.aws/javascript/build-a-backend/functions/,N/a,src/pages/[platform]/build-a-backend/functions/index.mdx,JavaScript (web),No,Classic,Yes,New,Yes,No,New overview page which may be cards page for launch
Build a backend,Functions,N/a,Set up a Function,https://docs.amplify.aws/cli/function/,https://docs.amplify.aws/javascript/build-a-backend/functions/set-up-function/,src/pages/cli/function.mdx,src/pages/[platform]/build-a-backend/functions/set-up-function/index.mdx,Platform agnostic,No,Classic,No,Existing,No,No,Update page title and folder/file name ; former CLI page so does not have switcher but will add one for the build-a-backend folder
Build a backend,Functions,N/a,Reuse code and assets using layers,https://docs.amplify.aws/cli/function/layers/,https://docs.amplify.aws/javascript/build-a-backend/functions/layers/,src/pages/cli/function/layers.mdx,src/pages/[platform]/build-a-backend/functions/layers/index.mdx,Platform agnostic,No,Classic,No,Existing,No,No,Update page title ; former CLI page so does not have switcher but will add one for the build-a-backend folder
Build a backend,Functions,N/a,Environment variables,https://docs.amplify.aws/cli/function/env-vars/,https://docs.amplify.aws/javascript/build-a-backend/functions/environment-variables/,src/pages/cli/function/env-vars.mdx,src/pages/[platform]/build-a-backend/functions/environment-variables/index.mdx,Platform agnostic,No,Classic,No,Existing,No,No,Former CLI page so does not have switcher but will add one for the build-a-backend folder ; update folder/page name
Build a backend,Functions,N/a,Access secret values,https://docs.amplify.aws/cli/function/secrets/,https://docs.amplify.aws/javascript/build-a-backend/functions/secrets/,src/pages/cli/function/secrets.mdx,src/pages/[platform]/build-a-backend/functions/secrets/index.mdx,Platform agnostic,No,Classic,No,Existing,No,No,Former CLI page so does not have switcher but will add one for the build-a-backend folder
Build a backend,Functions,N/a,Build options,https://docs.amplify.aws/cli/function/build-options/,https://docs.amplify.aws/javascript/build-a-backend/functions/build-options/,src/pages/cli/function/build-options.mdx,src/pages/[platform]/build-a-backend/functions/build-options/index.mdx,Platform agnostic,No,Classic,No,Existing,No,No,Former CLI page so does not have switcher but will add one for the build-a-backend folder
Build a backend,Functions,N/a,Configuring Lambda function settings,https://docs.amplify.aws/cli/function/configure-options/,https://docs.amplify.aws/javascript/build-a-backend/functions/configure-options/,src/pages/cli/function/configure-options.mdx,src/pages/[platform]/build-a-backend/functions/configure-options/index.mdx,Platform agnostic,No,Classic,No,Existing,No,No,Former CLI page so does not have switcher but will add one for the build-a-backend folder
Build a backend,Functions,N/a,Exporting AppSync operations to a Lambda layer,https://docs.amplify.aws/guides/functions/appsync-operations-to-lambda-layer/q/platform/js/,https://docs.amplify.aws/javascript/build-a-backend/functions/appsync-operations-to-lambda-layer/,src/pages/guides/functions/appsync-operations-to-lambda-layer/q/platform/[platform].mdx,src/pages/[platform]/build-a-backend/functions/appsync-operations-to-lambda-layer/index.mdx,JavaScript (web),No,Classic,No,Existing,No,No,
Build a backend,Functions,N/a,Connecting a REST API to a Lambda,https://docs.amplify.aws/guides/functions/connecting-a-rest-api/q/platform/js/,https://docs.amplify.aws/javascript/build-a-backend/functions/connect-rest-api/,src/pages/guides/functions/connecting-a-rest-api/q/platform/[platform].mdx,src/pages/[platform]/build-a-backend/functions/connect-rest-api/index.mdx,JavaScript (web),No,Classic,No,Existing,No,No,Cross-link under API (Rest) menu ; update folder name
Build a backend,Functions,N/a,Integrating DynamoDB with Lambda,https://docs.amplify.aws/guides/functions/integrating-dynamodb-with-lambda/q/platform/js/,https://docs.amplify.aws/javascript/build-a-backend/functions/integrate-dynamodb-with-lambda/,src/pages/guides/functions/integrating-dynamodb-with-lambda/q/platform/[platform].mdx,src/pages/[platform]/build-a-backend/functions/integrate-dynamodb-with-lambda/index.mdx,JavaScript (web),No,Classic,No,Existing,No,No,update folder name
Build a backend,Functions,N/a,Calling DynamoDB from Lambda in Node.js,https://docs.amplify.aws/guides/functions/dynamodb-from-js-lambda/q/platform/js/,https://docs.amplify.aws/javascript/build-a-backend/functions/dynamodb-from-lambda-nodejs/,src/pages/guides/functions/dynamodb-from-js-lambda/q/platform/[platform].mdx,src/pages/[platform]/build-a-backend/functions/dynamodb-from-lambda-nodejs/index.mdx,JavaScript (web),No,Classic,No,Existing,No,No,update folder name
Build a backend,Functions,N/a,Calling DynamoDB from a Lambda function in Python,https://docs.amplify.aws/guides/functions/dynamodb-from-python-lambda/q/platform/js/,https://docs.amplify.aws/javascript/build-a-backend/functions/dynamodb-from-lambda-python/,src/pages/guides/functions/dynamodb-from-python-lambda/q/platform/[platform].mdx,src/pages/[platform]/build-a-backend/functions/dynamodb-from-lambda-python/index.mdx,JavaScript (web),No,Classic,No,Existing,No,No,update folder name
Build a backend,Functions,N/a,Calling GraphQL API from a Lambda function,https://docs.amplify.aws/guides/functions/graphql-from-lambda/q/platform/js/,https://docs.amplify.aws/javascript/build-a-backend/functions/graphql-from-lambda/,src/pages/guides/functions/graphql-from-lambda/q/platform/[platform].mdx,src/pages/[platform]/build-a-backend/functions/graphql-from-lambda/index.mdx,JavaScript (web),No,Classic,No,Existing,No,No,Cross-link under API (GraphQL) menu ; update folder name
Build a backend,Functions,N/a,GraphQL Server in Lambda,https://docs.amplify.aws/guides/functions/graphql-server-in-lambda/q/platform/js/,https://docs.amplify.aws/javascript/build-a-backend/functions/graphql-server-lambda/,src/pages/guides/functions/graphql-server-in-lambda/q/platform/[platform].mdx,src/pages/[platform]/build-a-backend/functions/graphql-server-lambda/index.mdx,JavaScript (web),No,Classic,No,Existing,No,No,Cross-link under API (GraphQL) menu ; update folder name
